0.458395821,0.4344681,0.416047626,0.408648621,0.409869396,0.419117258,0.435954378,0.4464603,0.468111103,0.49124686,0.510022936,0.519684259,0.518768526,0.510528178,0.504196765,0.510813755,0.563487101,0.620015028,0.619672917,0.60736605,0.585773106,0.548741546,0.498027051,0.454569328,1,0
0.428141482,0.416708699,0.412524278,0.413994096,0.42800662,0.471947365,0.556050417,0.609286972,0.618907718,0.620346227,0.620386374,0.613439296,0.604314918,0.597291516,0.589183776,0.591292339,0.634751959,0.688460407,0.684896912,0.66795835,0.641732458,0.596719827,0.535779583,0.479860629,1,0
0.445979425,0.431148853,0.424303718,0.424448206,0.436378359,0.477339357,0.558204029,0.612490643,0.618679536,0.617985258,0.616610191,0.61008806,0.598221204,0.593101621,0.582923355,0.586063263,0.628617132,0.681277024,0.679295559,0.663986796,0.63829717,0.595013633,0.536088954,0.480677103,1,0
0.447382689,0.431587398,0.424853258,0.424682256,0.437109171,0.479493148,0.562164418,0.615441085,0.621418256,0.620148424,0.618618027,0.612154686,0.601440477,0.595592514,0.587573693,0.585228253,0.620774323,0.662931799,0.65649415,0.63600161,0.611381114,0.577699181,0.528474541,0.478251154,1,0
0.43990321,0.419434215,0.408301356,0.402389094,0.405629513,0.419702079,0.447606863,0.478555015,0.516595234,0.541200093,0.549444448,0.547280209,0.537372598,0.524994561,0.514564282,0.516564282,0.556019322,0.59968544,0.593015136,0.575526747,0.553844706,0.527602426,0.491240741,0.449893441,0,0
0.415643575,0.395244713,0.383971482,0.379156904,0.381737217,0.39141296,0.410175511,0.433128243,0.469302895,0.499737002,0.513159802,0.520152825,0.520924536,0.516129567,0.51244019,0.520938705,0.566626221,0.602065767,0.595408702,0.578264536,0.554407271,0.518575017,0.472514867,0.430051311,0,0
0.40089956,0.387485634,0.38203979,0.382716034,0.395346835,0.438135793,0.519511969,0.577106917,0.594730239,0.604590511,0.614286542,0.618455147,0.616865352,0.615348087,0.611070669,0.616559523,0.651567789,0.686393745,0.678834007,0.660408523,0.630587684,0.58688929,0.528504741,0.476803843,1,0
0.443354349,0.429607829,0.424578023,0.424799656,0.438706409,0.482250975,0.568738147,0.616117043,0.620780334,0.618511003,0.61653308,0.610594983,0.600944931,0.594122911,0.586716964,0.588529001,0.626820016,0.680712241,0.677823595,0.660667728,0.633190861,0.589146277,0.529505099,0.474241636,1,0
0.44137224,0.42573185,0.418910939,0.418656099,0.430361076,0.472832218,0.555588006,0.607765091,0.615268795,0.616248291,0.617636848,0.615130354,0.609783841,0.607229506,0.603286292,0.604630229,0.63838938,0.675111497,0.665486957,0.645713458,0.617995134,0.572294772,0.510809819,0.457430171,1,0
0.422208108,0.405859878,0.398085054,0.39663327,0.407746663,0.448544066,0.532821519,0.587665653,0.591960568,0.588506101,0.586430923,0.581387841,0.573748381,0.571184743,0.565474112,0.56846055,0.605247755,0.645729345,0.63953079,0.622736394,0.594839768,0.55192815,0.497126239,0.444024403,1,0
0.410035925,0.393709844,0.385906394,0.384972877,0.395390668,0.43752961,0.521250259,0.580385014,0.589609153,0.594494973,0.600500197,0.600903138,0.597768741,0.594234945,0.5849927,0.58230769,0.603624038,0.636033528,0.626314238,0.605761083,0.581355709,0.547831216,0.503082907,0.456643575,1,0
0.421309049,0.402506781,0.391306008,0.387496153,0.391059649,0.40675933,0.434404229,0.468979783,0.51033907,0.540024224,0.550547644,0.54687462,0.533861416,0.520397896,0.508969621,0.506517086,0.535630336,0.585240992,0.582032132,0.564712599,0.545065374,0.520106201,0.483516621,0.443369342,0,0
0.408606004,0.387585537,0.376294951,0.370948867,0.371168068,0.379420045,0.397500233,0.426950406,0.467058754,0.505950943,0.529159302,0.543347014,0.547604,0.541321251,0.530492718,0.528472036,0.561363223,0.610047268,0.607589867,0.590391133,0.566777436,0.530725373,0.485022507,0.442931406,0,0
0.4159094,0.404164848,0.394887644,0.399062082,0.413155401,0.457757004,0.545072637,0.595429277,0.60308212,0.6037019,0.604405088,0.600826493,0.595323326,0.591145275,0.583737002,0.586612087,0.621265753,0.669398826,0.66483093,0.646513543,0.617193795,0.57243239,0.511661252,0.459405911,1,0
